調査年,標準地域コード,町丁字コード,都道府県名,市区町村名,行政区名,大字・町名,字・丁目名,最小年齢,最大年齢,人口,男性人口,女性人口,備考
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",16,16,755,378,377,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",17,17,783,395,388,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",18,18,711,381,330,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",19,19,670,348,322,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",20,20,678,320,358,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",21,21,705,350,355,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",22,22,636,335,301,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",23,23,596,293,303,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",24,24,619,328,291,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",25,25,627,321,306,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",26,26,610,324,286,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",27,27,630,303,327,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",28,28,688,334,354,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",29,29,723,374,349,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",30,30,777,393,384,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",31,31,746,380,366,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",32,32,798,398,400,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",33,33,830,426,404,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",34,34,804,415,389,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",35,35,862,434,428,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",36,36,800,407,393,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",37,37,872,410,462,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",38,38,925,483,442,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",39,39,957,497,460,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",40,40,991,484,507,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",41,41,1033,530,503,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",42,42,1128,580,548,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",43,43,1109,563,546,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",44,44,1143,594,549,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",45,45,1105,548,557,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",46,46,994,528,466,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",47,47,977,477,500,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",48,48,910,461,449,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",49,49,970,511,459,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",50,50,829,407,422,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",51,51,697,344,353,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",52,52,841,422,419,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",53,53,821,413,408,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",54,54,807,393,414,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",55,55,793,365,428,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",56,56,789,403,386,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",57,57,750,372,378,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",58,58,813,391,422,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",59,59,762,365,397,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",60,60,732,373,359,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",61,61,781,378,403,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",62,62,876,404,472,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",63,63,764,394,370,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",64,64,832,394,438,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",65,65,875,413,462,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",66,66,1031,500,531,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",67,67,1155,539,616,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",68,68,1232,585,647,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",69,69,1222,562,660,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",70,70,923,450,473,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",71,71,534,263,271,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",72,72,672,322,350,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",73,73,817,412,405,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",74,74,857,432,425,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",75,75,801,383,418,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",76,76,689,313,376,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",77,77,657,277,380,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",78,78,538,244,294,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",79,79,597,248,349,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",80,80,556,246,310,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",81,81,628,258,370,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",82,82,534,206,328,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",83,83,495,205,290,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",84,84,466,199,267,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",85,85,383,155,228,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",86,86,427,157,270,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",87,87,322,111,211,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",88,88,335,107,228,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",89,89,282,95,187,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",90,90,245,69,176,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",91,91,218,70,148,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",92,92,187,46,141,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",93,93,131,27,104,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",94,94,108,17,91,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",95,95,72,8,64,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",96,96,67,15,52,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",97,97,59,10,49,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",98,98,22,3,19,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",99,99,27,3,24,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",100,100,17,5,12,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",101,101,11,0,11,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",102,102,8,2,6,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",103,103,5,1,4,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",104,104,2,0,2,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",105,105,3,1,2,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",106,106,0,0,0,""
2017,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",107,107,0,0,0,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",0,0,558,264,294,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",1,1,564,279,285,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",2,2,614,329,285,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",3,3,629,333,296,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",4,4,624,327,297,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",5,5,651,330,321,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",6,6,676,333,343,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",7,7,728,372,356,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",8,8,698,362,336,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",9,9,707,369,338,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",10,10,708,345,363,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",11,11,695,364,331,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",12,12,724,381,343,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",13,13,722,367,355,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",14,14,739,359,380,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",15,15,745,382,363,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",16,16,791,390,401,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",17,17,755,377,378,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",18,18,759,373,386,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",19,19,705,374,331,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",20,20,672,354,318,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",21,21,691,327,364,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",22,22,680,346,334,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",23,23,639,333,306,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",24,24,594,283,311,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",25,25,613,331,282,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",26,26,624,328,296,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",27,27,618,315,303,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",28,28,651,320,331,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",29,29,711,345,366,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",30,30,743,391,352,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",31,31,783,394,389,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",32,32,755,390,365,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",33,33,821,414,407,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",34,34,836,425,411,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",35,35,820,420,400,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",36,36,863,437,426,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",37,37,800,404,396,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",38,38,881,419,462,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",39,39,938,494,444,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",40,40,970,507,463,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",41,41,998,489,509,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",42,42,1042,534,508,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",43,43,1129,580,549,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",44,44,1118,565,553,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",45,45,1151,607,544,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",46,46,1100,543,557,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",47,47,996,528,468,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",48,48,982,480,502,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",49,49,919,466,453,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",50,50,970,514,456,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",51,51,831,408,423,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",52,52,699,344,355,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",53,53,850,427,423,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",54,54,822,411,411,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",55,55,808,395,413,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",56,56,787,362,425,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",57,57,790,403,387,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",58,58,745,368,377,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",59,59,805,383,422,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",60,60,762,367,395,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",61,61,732,374,358,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",62,62,783,377,406,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",63,63,879,404,475,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",64,64,759,391,368,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",65,65,825,394,431,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",66,66,876,414,462,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",67,67,1025,493,532,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",68,68,1147,533,614,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",69,69,1221,578,643,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",70,70,1207,553,654,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",71,71,915,445,470,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",72,72,531,259,272,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",73,73,660,314,346,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",74,74,810,408,402,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",75,75,846,421,425,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",76,76,786,370,416,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",77,77,679,306,373,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",78,78,648,270,378,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",79,79,521,233,288,""
2018,http://statdb.nstac.go.jp/lod/sac/Chttp://statdb.nstac.go.jp/lod/sac/C18207,"",福井県,鯖江市,"","","",80,80,574,233,341,""
